"@timestamp","_id","_index","_score","_type","agent.ephemeral_id","agent.hostname","agent.id","agent.name","agent.type","agent.version","ecs.version","event.dataset","event.duration","event.module","host.architecture","host.cpu.pct","host.hostname","host.id","host.ip","host.mac","host.name","host.network.in.bytes","host.network.in.packets","host.network.out.bytes","host.network.out.packets","host.os.build","host.os.family","host.os.kernel","host.os.name","host.os.platform","host.os.type","host.os.version","metricset.name","metricset.period","process.args","process.command_line","process.cpu.pct","process.cpu.start_time","process.memory.pct","process.name","process.pgid","process.pid","process.ppid","process.state","service.type","system.cpu.cores","system.cpu.idle.norm.pct","system.cpu.idle.pct","system.cpu.system.norm.pct","system.cpu.system.pct","system.cpu.total.norm.pct","system.cpu.total.pct","system.cpu.user.norm.pct","system.cpu.user.pct","system.filesystem.available","system.filesystem.device_name","system.filesystem.free","system.filesystem.mount_point","system.filesystem.total","system.filesystem.type","system.filesystem.used.bytes","system.filesystem.used.pct","system.fsstat.count","system.fsstat.total_files","system.fsstat.total_size.free","system.fsstat.total_size.total","system.fsstat.total_size.used","system.memory.actual.free","system.memory.actual.used.bytes","system.memory.actual.used.pct","system.memory.free","system.memory.swap.free","system.memory.swap.total","system.memory.swap.used.bytes","system.memory.swap.used.pct","system.memory.total","system.memory.used.bytes","system.memory.used.pct","system.network.in.bytes","system.network.in.dropped","system.network.in.errors","system.network.in.packets","system.network.name","system.network.out.bytes","system.network.out.dropped","system.network.out.errors","system.network.out.packets","system.process.cmdline","system.process.cpu.start_time","system.process.cpu.total.norm.pct","system.process.cpu.total.pct","system.process.cpu.total.value","system.process.memory.rss.bytes","system.process.memory.rss.pct","system.process.memory.size","system.process.state","system.process.summary.running","system.process.summary.sleeping","system.process.summary.total","system.process.summary.unknown","system.socket.summary.all.count","system.socket.summary.all.listening","system.socket.summary.tcp.all.close_wait","system.socket.summary.tcp.all.closing","system.socket.summary.tcp.all.count","system.socket.summary.tcp.all.established","system.socket.summary.tcp.all.fin_wait1","system.socket.summary.tcp.all.fin_wait2","system.socket.summary.tcp.all.last_ack","system.socket.summary.tcp.all.listening","system.socket.summary.tcp.all.syn_recv","system.socket.summary.tcp.all.syn_sent","system.socket.summary.tcp.all.time_wait","system.socket.summary.udp.all.count","user.name"
"Dec 13, 2021 @ 21:43:44.244",ShfAtX0BiP2CWrxqZ8Fe,"metricbeat-7.12.0-2021.12.11-000001",,"_doc","406c19c3-966b-4e0f-a697-6cf959e3f8d7","DESKTOP-C8ME1NJ","cddd2663-a994-4f26-8550-77046d6a397f","DESKTOP-C8ME1NJ",metricbeat,"7.12.0","1.8.0","system.network","4.2",system,"x86_64",,"DESKTOP-C8ME1NJ","65fc8418-6250-4448-8dee-e4f63586e6f6","[""fe80::f535:db2e:a920:d89"",""169.254.13.137"",""fe80::f58c:9497:bc17:23a"",""172.26.144.1"",""fe80::3142:dcd0:3416:b23b"",""169.254.178.59"",""fe80::39f8:4ab6:5bc8:d81d"",""169.254.216.29"",""2a02:ab88:c81:7380::b144"",""2a02:ab88:c81:7380:2e:f2af:818c:8e49"",""2a02:ab88:c81:7380:d8af:c5:1d66:b9f7"",""fe80::2e:f2af:818c:8e49"",""192.168.0.102"",""fe80::3cb8:3295:403:35"",""172.22.240.1""]","[""f0:2f:74:a5:41:67"",""00:15:5d:2e:d1:19"",""ee:2e:98:53:ae:b9"",""fe:2e:98:53:ae:b9"",""ec:2e:98:53:ae:b9"",""00:15:5d:c4:0b:ec""]","DESKTOP-C8ME1NJ",,,,,"19043.1348",windows,"10.0.19041.1348 (WinBuild.160101.0800)","Windows 10 Pro",windows,windows,"10.0",network,"10,000",,,,,,,,,,,system,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0B,0,0,0,Ethernet,0B,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dec 13, 2021 @ 21:43:44.244",SxfAtX0BiP2CWrxqZ8Fe,"metricbeat-7.12.0-2021.12.11-000001",,"_doc","406c19c3-966b-4e0f-a697-6cf959e3f8d7","DESKTOP-C8ME1NJ","cddd2663-a994-4f26-8550-77046d6a397f","DESKTOP-C8ME1NJ",metricbeat,"7.12.0","1.8.0","system.network","4.2",system,"x86_64",,"DESKTOP-C8ME1NJ","65fc8418-6250-4448-8dee-e4f63586e6f6","[""fe80::f535:db2e:a920:d89"",""169.254.13.137"",""fe80::f58c:9497:bc17:23a"",""172.26.144.1"",""fe80::3142:dcd0:3416:b23b"",""169.254.178.59"",""fe80::39f8:4ab6:5bc8:d81d"",""169.254.216.29"",""2a02:ab88:c81:7380::b144"",""2a02:ab88:c81:7380:2e:f2af:818c:8e49"",""2a02:ab88:c81:7380:d8af:c5:1d66:b9f7"",""fe80::2e:f2af:818c:8e49"",""192.168.0.102"",""fe80::3cb8:3295:403:35"",""172.22.240.1""]","[""f0:2f:74:a5:41:67"",""00:15:5d:2e:d1:19"",""ee:2e:98:53:ae:b9"",""fe:2e:98:53:ae:b9"",""ec:2e:98:53:ae:b9"",""00:15:5d:c4:0b:ec""]","DESKTOP-C8ME1NJ",,,,,"19043.1348",windows,"10.0.19041.1348 (WinBuild.160101.0800)","Windows 10 Pro",windows,windows,"10.0",network,"10,000",,,,,,,,,,,system,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0B,0,0,0,"vEthernet (Default Switch)","2.2MB",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dec 13, 2021 @ 21:43:44.244",TBfAtX0BiP2CWrxqZ8Fe,"metricbeat-7.12.0-2021.12.11-000001",,"_doc","406c19c3-966b-4e0f-a697-6cf959e3f8d7","DESKTOP-C8ME1NJ","cddd2663-a994-4f26-8550-77046d6a397f","DESKTOP-C8ME1NJ",metricbeat,"7.12.0","1.8.0","system.network","4.2",system,"x86_64",,"DESKTOP-C8ME1NJ","65fc8418-6250-4448-8dee-e4f63586e6f6","[""fe80::f535:db2e:a920:d89"",""169.254.13.137"",""fe80::f58c:9497:bc17:23a"",""172.26.144.1"",""fe80::3142:dcd0:3416:b23b"",""169.254.178.59"",""fe80::39f8:4ab6:5bc8:d81d"",""169.254.216.29"",""2a02:ab88:c81:7380::b144"",""2a02:ab88:c81:7380:2e:f2af:818c:8e49"",""2a02:ab88:c81:7380:d8af:c5:1d66:b9f7"",""fe80::2e:f2af:818c:8e49"",""192.168.0.102"",""fe80::3cb8:3295:403:35"",""172.22.240.1""]","[""f0:2f:74:a5:41:67"",""00:15:5d:2e:d1:19"",""ee:2e:98:53:ae:b9"",""fe:2e:98:53:ae:b9"",""ec:2e:98:53:ae:b9"",""00:15:5d:c4:0b:ec""]","DESKTOP-C8ME1NJ",,,,,"19043.1348",windows,"10.0.19041.1348 (WinBuild.160101.0800)","Windows 10 Pro",windows,windows,"10.0",network,"10,000",,,,,,,,,,,system,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0B,0,0,0,"Local Area Connection* 9",0B,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dec 13, 2021 @ 21:43:44.244",TRfAtX0BiP2CWrxqZ8Fe,"metricbeat-7.12.0-2021.12.11-000001",,"_doc","406c19c3-966b-4e0f-a697-6cf959e3f8d7","DESKTOP-C8ME1NJ","cddd2663-a994-4f26-8550-77046d6a397f","DESKTOP-C8ME1NJ",metricbeat,"7.12.0","1.8.0","system.network","4.2",system,"x86_64",,"DESKTOP-C8ME1NJ","65fc8418-6250-4448-8dee-e4f63586e6f6","[""fe80::f535:db2e:a920:d89"",""169.254.13.137"",""fe80::f58c:9497:bc17:23a"",""172.26.144.1"",""fe80::3142:dcd0:3416:b23b"",""169.254.178.59"",""fe80::39f8:4ab6:5bc8:d81d"",""169.254.216.29"",""2a02:ab88:c81:7380::b144"",""2a02:ab88:c81:7380:2e:f2af:818c:8e49"",""2a02:ab88:c81:7380:d8af:c5:1d66:b9f7"",""fe80::2e:f2af:818c:8e49"",""192.168.0.102"",""fe80::3cb8:3295:403:35"",""172.22.240.1""]","[""f0:2f:74:a5:41:67"",""00:15:5d:2e:d1:19"",""ee:2e:98:53:ae:b9"",""fe:2e:98:53:ae:b9"",""ec:2e:98:53:ae:b9"",""00:15:5d:c4:0b:ec""]","DESKTOP-C8ME1NJ",,,,,"19043.1348",windows,"10.0.19041.1348 (WinBuild.160101.0800)","Windows 10 Pro",windows,windows,"10.0",network,"10,000",,,,,,,,,,,system,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0B,0,0,0,"Local Area Connection* 10",0B,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dec 13, 2021 @ 21:43:44.244",ThfAtX0BiP2CWrxqZ8Fe,"metricbeat-7.12.0-2021.12.11-000001",,"_doc","406c19c3-966b-4e0f-a697-6cf959e3f8d7","DESKTOP-C8ME1NJ","cddd2663-a994-4f26-8550-77046d6a397f","DESKTOP-C8ME1NJ",metricbeat,"7.12.0","1.8.0","system.network","4.2",system,"x86_64",,"DESKTOP-C8ME1NJ","65fc8418-6250-4448-8dee-e4f63586e6f6","[""fe80::f535:db2e:a920:d89"",""169.254.13.137"",""fe80::f58c:9497:bc17:23a"",""172.26.144.1"",""fe80::3142:dcd0:3416:b23b"",""169.254.178.59"",""fe80::39f8:4ab6:5bc8:d81d"",""169.254.216.29"",""2a02:ab88:c81:7380::b144"",""2a02:ab88:c81:7380:2e:f2af:818c:8e49"",""2a02:ab88:c81:7380:d8af:c5:1d66:b9f7"",""fe80::2e:f2af:818c:8e49"",""192.168.0.102"",""fe80::3cb8:3295:403:35"",""172.22.240.1""]","[""f0:2f:74:a5:41:67"",""00:15:5d:2e:d1:19"",""ee:2e:98:53:ae:b9"",""fe:2e:98:53:ae:b9"",""ec:2e:98:53:ae:b9"",""00:15:5d:c4:0b:ec""]","DESKTOP-C8ME1NJ",,,,,"19043.1348",windows,"10.0.19041.1348 (WinBuild.160101.0800)","Windows 10 Pro",windows,windows,"10.0",network,"10,000",,,,,,,,,,,system,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11.1GB",0,0,"9,203,354","Wi-Fi","1.4GB",0,0,"3,798,293",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dec 13, 2021 @ 21:43:44.244",TxfAtX0BiP2CWrxqZ8Fe,"metricbeat-7.12.0-2021.12.11-000001",,"_doc","406c19c3-966b-4e0f-a697-6cf959e3f8d7","DESKTOP-C8ME1NJ","cddd2663-a994-4f26-8550-77046d6a397f","DESKTOP-C8ME1NJ",metricbeat,"7.12.0","1.8.0","system.network","4.2",system,"x86_64",,"DESKTOP-C8ME1NJ","65fc8418-6250-4448-8dee-e4f63586e6f6","[""fe80::f535:db2e:a920:d89"",""169.254.13.137"",""fe80::f58c:9497:bc17:23a"",""172.26.144.1"",""fe80::3142:dcd0:3416:b23b"",""169.254.178.59"",""fe80::39f8:4ab6:5bc8:d81d"",""169.254.216.29"",""2a02:ab88:c81:7380::b144"",""2a02:ab88:c81:7380:2e:f2af:818c:8e49"",""2a02:ab88:c81:7380:d8af:c5:1d66:b9f7"",""fe80::2e:f2af:818c:8e49"",""192.168.0.102"",""fe80::3cb8:3295:403:35"",""172.22.240.1""]","[""f0:2f:74:a5:41:67"",""00:15:5d:2e:d1:19"",""ee:2e:98:53:ae:b9"",""fe:2e:98:53:ae:b9"",""ec:2e:98:53:ae:b9"",""00:15:5d:c4:0b:ec""]","DESKTOP-C8ME1NJ",,,,,"19043.1348",windows,"10.0.19041.1348 (WinBuild.160101.0800)","Windows 10 Pro",windows,windows,"10.0",network,"10,000",,,,,,,,,,,system,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0B,0,0,0,"Loopback Pseudo-Interface 1",0B,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dec 13, 2021 @ 21:43:44.244",UBfAtX0BiP2CWrxqZ8Fe,"metricbeat-7.12.0-2021.12.11-000001",,"_doc","406c19c3-966b-4e0f-a697-6cf959e3f8d7","DESKTOP-C8ME1NJ","cddd2663-a994-4f26-8550-77046d6a397f","DESKTOP-C8ME1NJ",metricbeat,"7.12.0","1.8.0","system.network","4.2",system,"x86_64",,"DESKTOP-C8ME1NJ","65fc8418-6250-4448-8dee-e4f63586e6f6","[""fe80::f535:db2e:a920:d89"",""169.254.13.137"",""fe80::f58c:9497:bc17:23a"",""172.26.144.1"",""fe80::3142:dcd0:3416:b23b"",""169.254.178.59"",""fe80::39f8:4ab6:5bc8:d81d"",""169.254.216.29"",""2a02:ab88:c81:7380::b144"",""2a02:ab88:c81:7380:2e:f2af:818c:8e49"",""2a02:ab88:c81:7380:d8af:c5:1d66:b9f7"",""fe80::2e:f2af:818c:8e49"",""192.168.0.102"",""fe80::3cb8:3295:403:35"",""172.22.240.1""]","[""f0:2f:74:a5:41:67"",""00:15:5d:2e:d1:19"",""ee:2e:98:53:ae:b9"",""fe:2e:98:53:ae:b9"",""ec:2e:98:53:ae:b9"",""00:15:5d:c4:0b:ec""]","DESKTOP-C8ME1NJ",,,,,"19043.1348",windows,"10.0.19041.1348 (WinBuild.160101.0800)","Windows 10 Pro",windows,windows,"10.0",network,"10,000",,,,,,,,,,,system,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4KB,0,0,0,"vEthernet (WSL)","2.1MB",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dec 13, 2021 @ 21:43:44.244",URfAtX0BiP2CWrxqZ8Fe,"metricbeat-7.12.0-2021.12.11-000001",,"_doc","406c19c3-966b-4e0f-a697-6cf959e3f8d7","DESKTOP-C8ME1NJ","cddd2663-a994-4f26-8550-77046d6a397f","DESKTOP-C8ME1NJ",metricbeat,"7.12.0","1.8.0","system.network","4.2",system,"x86_64",,"DESKTOP-C8ME1NJ","65fc8418-6250-4448-8dee-e4f63586e6f6","[""fe80::f535:db2e:a920:d89"",""169.254.13.137"",""fe80::f58c:9497:bc17:23a"",""172.26.144.1"",""fe80::3142:dcd0:3416:b23b"",""169.254.178.59"",""fe80::39f8:4ab6:5bc8:d81d"",""169.254.216.29"",""2a02:ab88:c81:7380::b144"",""2a02:ab88:c81:7380:2e:f2af:818c:8e49"",""2a02:ab88:c81:7380:d8af:c5:1d66:b9f7"",""fe80::2e:f2af:818c:8e49"",""192.168.0.102"",""fe80::3cb8:3295:403:35"",""172.22.240.1""]","[""f0:2f:74:a5:41:67"",""00:15:5d:2e:d1:19"",""ee:2e:98:53:ae:b9"",""fe:2e:98:53:ae:b9"",""ec:2e:98:53:ae:b9"",""00:15:5d:c4:0b:ec""]","DESKTOP-C8ME1NJ","1,048",5,438,4,"19043.1348",windows,"10.0.19041.1348 (WinBuild.160101.0800)","Windows 10 Pro",windows,windows,"10.0",network,"10,000",,,,,,,,,,,system,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dec 13, 2021 @ 21:43:44.242",SRfAtX0BiP2CWrxqZ8Fe,"metricbeat-7.12.0-2021.12.11-000001",,"_doc","406c19c3-966b-4e0f-a697-6cf959e3f8d7","DESKTOP-C8ME1NJ","cddd2663-a994-4f26-8550-77046d6a397f","DESKTOP-C8ME1NJ",metricbeat,"7.12.0","1.8.0","system.socket.summary","1.0",system,"x86_64",,"DESKTOP-C8ME1NJ","65fc8418-6250-4448-8dee-e4f63586e6f6","[""fe80::f535:db2e:a920:d89"",""169.254.13.137"",""fe80::f58c:9497:bc17:23a"",""172.26.144.1"",""fe80::3142:dcd0:3416:b23b"",""169.254.178.59"",""fe80::39f8:4ab6:5bc8:d81d"",""169.254.216.29"",""2a02:ab88:c81:7380::b144"",""2a02:ab88:c81:7380:2e:f2af:818c:8e49"",""2a02:ab88:c81:7380:d8af:c5:1d66:b9f7"",""fe80::2e:f2af:818c:8e49"",""192.168.0.102"",""fe80::3cb8:3295:403:35"",""172.22.240.1""]","[""f0:2f:74:a5:41:67"",""00:15:5d:2e:d1:19"",""ee:2e:98:53:ae:b9"",""fe:2e:98:53:ae:b9"",""ec:2e:98:53:ae:b9"",""00:15:5d:c4:0b:ec""]","DESKTOP-C8ME1NJ",,,,,"19043.1348",windows,"10.0.19041.1348 (WinBuild.160101.0800)","Windows 10 Pro",windows,windows,"10.0","socket_summary","10,000",,,,,,,,,,,system,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172,66,6,0,91,16,0,0,0,66,0,0,3,81,
"Dec 13, 2021 @ 21:43:44.241",RhfAtX0BiP2CWrxqZ8Fe,"metricbeat-7.12.0-2021.12.11-000001",,"_doc","406c19c3-966b-4e0f-a697-6cf959e3f8d7","DESKTOP-C8ME1NJ","cddd2663-a994-4f26-8550-77046d6a397f","DESKTOP-C8ME1NJ",metricbeat,"7.12.0","1.8.0","system.fsstat","1.0",system,"x86_64",,"DESKTOP-C8ME1NJ","65fc8418-6250-4448-8dee-e4f63586e6f6","[""fe80::f535:db2e:a920:d89"",""169.254.13.137"",""fe80::f58c:9497:bc17:23a"",""172.26.144.1"",""fe80::3142:dcd0:3416:b23b"",""169.254.178.59"",""fe80::39f8:4ab6:5bc8:d81d"",""169.254.216.29"",""2a02:ab88:c81:7380::b144"",""2a02:ab88:c81:7380:2e:f2af:818c:8e49"",""2a02:ab88:c81:7380:d8af:c5:1d66:b9f7"",""fe80::2e:f2af:818c:8e49"",""192.168.0.102"",""fe80::3cb8:3295:403:35"",""172.22.240.1""]","[""f0:2f:74:a5:41:67"",""00:15:5d:2e:d1:19"",""ee:2e:98:53:ae:b9"",""fe:2e:98:53:ae:b9"",""ec:2e:98:53:ae:b9"",""00:15:5d:c4:0b:ec""]","DESKTOP-C8ME1NJ",,,,,"19043.1348",windows,"10.0.19041.1348 (WinBuild.160101.0800)","Windows 10 Pro",windows,windows,"10.0",fsstat,"60,000",,,,,,,,,,,system,,,,,,,,,,,,,,,,,,2,0,"352.7GB","475.9GB","123.2GB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dec 13, 2021 @ 21:43:44.241",RxfAtX0BiP2CWrxqZ8Fe,"metricbeat-7.12.0-2021.12.11-000001",,"_doc","406c19c3-966b-4e0f-a697-6cf959e3f8d7","DESKTOP-C8ME1NJ","cddd2663-a994-4f26-8550-77046d6a397f","DESKTOP-C8ME1NJ",metricbeat,"7.12.0","1.8.0","system.filesystem","1.0",system,"x86_64",,"DESKTOP-C8ME1NJ","65fc8418-6250-4448-8dee-e4f63586e6f6","[""fe80::f535:db2e:a920:d89"",""169.254.13.137"",""fe80::f58c:9497:bc17:23a"",""172.26.144.1"",""fe80::3142:dcd0:3416:b23b"",""169.254.178.59"",""fe80::39f8:4ab6:5bc8:d81d"",""169.254.216.29"",""2a02:ab88:c81:7380::b144"",""2a02:ab88:c81:7380:2e:f2af:818c:8e49"",""2a02:ab88:c81:7380:d8af:c5:1d66:b9f7"",""fe80::2e:f2af:818c:8e49"",""192.168.0.102"",""fe80::3cb8:3295:403:35"",""172.22.240.1""]","[""f0:2f:74:a5:41:67"",""00:15:5d:2e:d1:19"",""ee:2e:98:53:ae:b9"",""fe:2e:98:53:ae:b9"",""ec:2e:98:53:ae:b9"",""00:15:5d:c4:0b:ec""]","DESKTOP-C8ME1NJ",,,,,"19043.1348",windows,"10.0.19041.1348 (WinBuild.160101.0800)","Windows 10 Pro",windows,windows,"10.0",filesystem,"60,000",,,,,,,,,,,system,,,,,,,,,,200GB,"E:\",200GB,"E:\","200.1GB",ntfs,116MB,"0.06%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dec 13, 2021 @ 21:43:44.241",SBfAtX0BiP2CWrxqZ8Fe,"metricbeat-7.12.0-2021.12.11-000001",,"_doc","406c19c3-966b-4e0f-a697-6cf959e3f8d7","DESKTOP-C8ME1NJ","cddd2663-a994-4f26-8550-77046d6a397f","DESKTOP-C8ME1NJ",metricbeat,"7.12.0","1.8.0","system.filesystem","1.0",system,"x86_64",,"DESKTOP-C8ME1NJ","65fc8418-6250-4448-8dee-e4f63586e6f6","[""fe80::f535:db2e:a920:d89"",""169.254.13.137"",""fe80::f58c:9497:bc17:23a"",""172.26.144.1"",""fe80::3142:dcd0:3416:b23b"",""169.254.178.59"",""fe80::39f8:4ab6:5bc8:d81d"",""169.254.216.29"",""2a02:ab88:c81:7380::b144"",""2a02:ab88:c81:7380:2e:f2af:818c:8e49"",""2a02:ab88:c81:7380:d8af:c5:1d66:b9f7"",""fe80::2e:f2af:818c:8e49"",""192.168.0.102"",""fe80::3cb8:3295:403:35"",""172.22.240.1""]","[""f0:2f:74:a5:41:67"",""00:15:5d:2e:d1:19"",""ee:2e:98:53:ae:b9"",""fe:2e:98:53:ae:b9"",""ec:2e:98:53:ae:b9"",""00:15:5d:c4:0b:ec""]","DESKTOP-C8ME1NJ",,,,,"19043.1348",windows,"10.0.19041.1348 (WinBuild.160101.0800)","Windows 10 Pro",windows,windows,"10.0",filesystem,"60,000",,,,,,,,,,,system,,,,,,,,,,"152.7GB","C:\","152.7GB","C:\","275.9GB",ntfs,"123.1GB","44.63%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dec 13, 2021 @ 21:43:44.239",RRfAtX0BiP2CWrxqZ8Fe,"metricbeat-7.12.0-2021.12.11-000001",,"_doc","406c19c3-966b-4e0f-a697-6cf959e3f8d7","DESKTOP-C8ME1NJ","cddd2663-a994-4f26-8550-77046d6a397f","DESKTOP-C8ME1NJ",metricbeat,"7.12.0","1.8.0","system.cpu",,system,"x86_64","0.058","DESKTOP-C8ME1NJ","65fc8418-6250-4448-8dee-e4f63586e6f6","[""fe80::f535:db2e:a920:d89"",""169.254.13.137"",""fe80::f58c:9497:bc17:23a"",""172.26.144.1"",""fe80::3142:dcd0:3416:b23b"",""169.254.178.59"",""fe80::39f8:4ab6:5bc8:d81d"",""169.254.216.29"",""2a02:ab88:c81:7380::b144"",""2a02:ab88:c81:7380:2e:f2af:818c:8e49"",""2a02:ab88:c81:7380:d8af:c5:1d66:b9f7"",""fe80::2e:f2af:818c:8e49"",""192.168.0.102"",""fe80::3cb8:3295:403:35"",""172.22.240.1""]","[""f0:2f:74:a5:41:67"",""00:15:5d:2e:d1:19"",""ee:2e:98:53:ae:b9"",""fe:2e:98:53:ae:b9"",""ec:2e:98:53:ae:b9"",""00:15:5d:c4:0b:ec""]","DESKTOP-C8ME1NJ",,,,,"19043.1348",windows,"10.0.19041.1348 (WinBuild.160101.0800)","Windows 10 Pro",windows,windows,"10.0",cpu,"10,000",,,,,,,,,,,system,8,"94.22%","753.72%","5.3%","42.37%","5.78%","46.28%","0.49%","3.91%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dec 13, 2021 @ 21:43:34.285",IRfAtX0BiP2CWrxqQMFY,"metricbeat-7.12.0-2021.12.11-000001",,"_doc","406c19c3-966b-4e0f-a697-6cf959e3f8d7","DESKTOP-C8ME1NJ","cddd2663-a994-4f26-8550-77046d6a397f","DESKTOP-C8ME1NJ",metricbeat,"7.12.0","1.8.0","system.memory","42.0",system,"x86_64",,"DESKTOP-C8ME1NJ","65fc8418-6250-4448-8dee-e4f63586e6f6","[""fe80::f535:db2e:a920:d89"",""169.254.13.137"",""fe80::f58c:9497:bc17:23a"",""172.26.144.1"",""fe80::3142:dcd0:3416:b23b"",""169.254.178.59"",""fe80::39f8:4ab6:5bc8:d81d"",""169.254.216.29"",""2a02:ab88:c81:7380::b144"",""2a02:ab88:c81:7380:2e:f2af:818c:8e49"",""2a02:ab88:c81:7380:d8af:c5:1d66:b9f7"",""fe80::2e:f2af:818c:8e49"",""192.168.0.102"",""fe80::3cb8:3295:403:35"",""172.22.240.1""]","[""f0:2f:74:a5:41:67"",""00:15:5d:2e:d1:19"",""ee:2e:98:53:ae:b9"",""fe:2e:98:53:ae:b9"",""ec:2e:98:53:ae:b9"",""00:15:5d:c4:0b:ec""]","DESKTOP-C8ME1NJ",,,,,"19043.1348",windows,"10.0.19041.1348 (WinBuild.160101.0800)","Windows 10 Pro",windows,windows,"10.0",memory,"10,000",,,,,,,,,,,system,,,,,,,,,,,,,,,,,,,,,,,"548.6MB","5.4GB","90.97%","548.6MB","5.6GB","21.4GB","15.8GB","73.82%","5.9GB","5.4GB","90.97%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dec 13, 2021 @ 21:43:34.284",GBfAtX0BiP2CWrxqQMFY,"metricbeat-7.12.0-2021.12.11-000001",,"_doc","406c19c3-966b-4e0f-a697-6cf959e3f8d7","DESKTOP-C8ME1NJ","cddd2663-a994-4f26-8550-77046d6a397f","DESKTOP-C8ME1NJ",metricbeat,"7.12.0","1.8.0","system.process","37.0",system,"x86_64",,"DESKTOP-C8ME1NJ","65fc8418-6250-4448-8dee-e4f63586e6f6","[""fe80::f535:db2e:a920:d89"",""169.254.13.137"",""fe80::f58c:9497:bc17:23a"",""172.26.144.1"",""fe80::3142:dcd0:3416:b23b"",""169.254.178.59"",""fe80::39f8:4ab6:5bc8:d81d"",""169.254.216.29"",""2a02:ab88:c81:7380::b144"",""2a02:ab88:c81:7380:2e:f2af:818c:8e49"",""2a02:ab88:c81:7380:d8af:c5:1d66:b9f7"",""fe80::2e:f2af:818c:8e49"",""192.168.0.102"",""fe80::3cb8:3295:403:35"",""172.22.240.1""]","[""f0:2f:74:a5:41:67"",""00:15:5d:2e:d1:19"",""ee:2e:98:53:ae:b9"",""fe:2e:98:53:ae:b9"",""ec:2e:98:53:ae:b9"",""00:15:5d:c4:0b:ec""]","DESKTOP-C8ME1NJ",,,,,"19043.1348",windows,"10.0.19041.1348 (WinBuild.160101.0800)","Windows 10 Pro",windows,windows,"10.0",process,"10,000",,,"1.78%","Dec 11, 2021 @ 20:57:41.304","28.62%",vmmem,0,5292,11832,running,system,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dec 11, 2021 @ 20:57:41.304","1.78%","14.22%","17,485,265","1.7GB","28.62%","4.7GB",running,,,,,,,,,,,,,,,,,,,"NT VIRTUAL MACHINE\336934FD-687B-4F13-8123-2F15C3F87E8E"
